Date,Vehicle body type,Motive power,MAI Insurance class,TPI Insurance class,Count
11/01/2018 12:00:00 AM,SEDAN,Petrol,Person,Goods vehicles up to 4500kg GVM,1
11/01/2018 12:00:00 AM,SEDAN,Petrol,Person,Historic,575
11/01/2018 12:00:00 AM,SEDAN,Petrol,Organisation,Rideshare Vehicle,35
11/01/2018 12:00:00 AM,SEDAN,Petrol,Person,Veteran,6
11/01/2018 12:00:00 AM,SEDAN,Petrol,Organisation,Historic,8
11/01/2018 12:00:00 AM,SEDAN,Petrol,Organisation,Private Hire Car,5
11/01/2018 12:00:00 AM,SEDAN,Petrol,Organisation,Drive Yourself Vehicle,628
11/01/2018 12:00:00 AM,SEDAN,Petrol,Person,Passenger Vehicle,141584
11/01/2018 12:00:00 AM,SEDAN,Petrol,Person,Police Vehicle,15
11/01/2018 12:00:00 AM,SEDAN,Petrol,Person,Vintage,28
11/01/2018 12:00:00 AM,SEDAN,Petrol,Organisation,Taxi,9
11/01/2018 12:00:00 AM,SEDAN,Petrol,Organisation,Police Vehicle,56
11/01/2018 12:00:00 AM,SEDAN,Petrol,Person,Rideshare Vehicle,1028
11/01/2018 12:00:00 AM,SEDAN,Petrol,Organisation,Passenger Vehicle,8063
11/01/2018 12:00:00 AM,SEDAN,Petrol,Person,Private Hire Car,22
11/01/2018 12:00:00 AM,SEDAN,Petrol,Person,Personal Share Vehicle,1
11/01/2018 12:00:00 AM,SEDAN,Petrol Or Cng Option,Person,Passenger Vehicle,1
11/01/2018 12:00:00 AM,SEDAN,Petrol Or Lpg Option,Organisation,Private Hire Car,1
11/01/2018 12:00:00 AM,SEDAN,Petrol Or Lpg Option,Organisation,Taxi,2
11/01/2018 12:00:00 AM,SEDAN,Petrol Or Lpg Option,Person,Passenger Vehicle,438
11/01/2018 12:00:00 AM,SEDAN,Petrol Or Lpg Option,Organisation,Passenger Vehicle,30
11/01/2018 12:00:00 AM,SEDAN,Petrol Or Lpg Option,Person,Historic,3
11/01/2018 12:00:00 AM,SEDAN,Petrol Or Lpg Option,Person,Rideshare Vehicle,4
11/01/2018 12:00:00 AM,SEDAN,Plug-in Hybrid Electric,Person,Passenger Vehicle,3
11/01/2018 12:00:00 AM,SKEL,Diesel,Organisation,Goods vehicles over 4500kg GVM,1
11/01/2018 12:00:00 AM,SKEL,Diesel,Person,Goods vehicles over 4500kg GVM,1
11/01/2018 12:00:00 AM,SKEL TRAILER,,Organisation,Trailer,11
11/01/2018 12:00:00 AM,SKEL TRAILER,,Person,Trailer,3
11/01/2018 12:00:00 AM,SKID STEER,Diesel,Organisation,Goods vehicles over 4500kg GVM,1
11/01/2018 12:00:00 AM,STATION WAGON,CNG,Person,Passenger Vehicle,1
11/01/2018 12:00:00 AM,STATION WAGON,Diesel,Organisation,Private Hire Car,1
11/01/2018 12:00:00 AM,STATION WAGON,Diesel,Person,Taxi,1
11/01/2018 12:00:00 AM,STATION WAGON,Diesel,Person,Drive Yourself Vehicle,1
11/01/2018 12:00:00 AM,STATION WAGON,Diesel,Person,Police Vehicle,2
11/01/2018 12:00:00 AM,STATION WAGON,Diesel,Person,Rideshare Vehicle,67
11/01/2018 12:00:00 AM,STATION WAGON,Diesel,Organisation,Police Vehicle,10
11/01/2018 12:00:00 AM,STATION WAGON,Diesel,Person,Goods vehicles up to 4500kg GVM,9
11/01/2018 12:00:00 AM,STATION WAGON,Diesel,Person,Historic,2
11/01/2018 12:00:00 AM,STATION WAGON,Diesel,Person,Passenger Vehicle,19280
11/01/2018 12:00:00 AM,STATION WAGON,Diesel,Person,Private Hire Car,5
11/01/2018 12:00:00 AM,STATION WAGON,Diesel,Organisation,Rideshare Vehicle,5
11/01/2018 12:00:00 AM,STATION WAGON,Diesel,Organisation,Passenger Vehicle,2713
11/01/2018 12:00:00 AM,STATION WAGON,Diesel,Organisation,Drive Yourself Vehicle,8
11/01/2018 12:00:00 AM,STATION WAGON,Diesel Or Lpg Option,Person,Passenger Vehicle,5
11/01/2018 12:00:00 AM,STATION WAGON,Electric,Organisation,Passenger Vehicle,1
11/01/2018 12:00:00 AM,STATION WAGON,Electric,Person,Passenger Vehicle,4
11/01/2018 12:00:00 AM,STATION WAGON,Hybrid,Organisation,Passenger Vehicle,58
11/01/2018 12:00:00 AM,STATION WAGON,Hybrid,Organisation,Taxi,1
11/01/2018 12:00:00 AM,STATION WAGON,Hybrid,Person,Rideshare Vehicle,6
11/01/2018 12:00:00 AM,STATION WAGON,Hybrid,Person,Taxi,10
11/01/2018 12:00:00 AM,STATION WAGON,Hybrid,Person,Passenger Vehicle,262
11/01/2018 12:00:00 AM,STATION WAGON,LPG,Organisation,Passenger Vehicle,12
11/01/2018 12:00:00 AM,STATION WAGON,LPG,Person,Taxi,2
11/01/2018 12:00:00 AM,STATION WAGON,LPG,Person,Passenger Vehicle,194
11/01/2018 12:00:00 AM,STATION WAGON,Other,Person,Passenger Vehicle,6
11/01/2018 12:00:00 AM,STATION WAGON,Petrol,Person,Drive Yourself Vehicle,13
11/01/2018 12:00:00 AM,STATION WAGON,Petrol,Person,Private Hire Car,5
11/01/2018 12:00:00 AM,STATION WAGON,Petrol,Person,Rideshare Vehicle,267
11/01/2018 12:00:00 AM,STATION WAGON,Petrol,Organisation,Police Vehicle,30
11/01/2018 12:00:00 AM,STATION WAGON,Petrol,Person,Police Vehicle,6
11/01/2018 12:00:00 AM,STATION WAGON,Petrol,Organisation,Rideshare Vehicle,60
11/01/2018 12:00:00 AM,STATION WAGON,Petrol,Person,Veteran,1
11/01/2018 12:00:00 AM,STATION WAGON,Petrol,Organisation,Drive Yourself Vehicle,71
11/01/2018 12:00:00 AM,STATION WAGON,Petrol,Person,Historic,19
11/01/2018 12:00:00 AM,STATION WAGON,Petrol,Organisation,Undertaker's,4
11/01/2018 12:00:00 AM,STATION WAGON,Petrol,Person,Passenger Vehicle,54545
11/01/2018 12:00:00 AM,STATION WAGON,Petrol,Organisation,Vintage,1
11/01/2018 12:00:00 AM,STATION WAGON,Petrol,Person,Vintage,2
11/01/2018 12:00:00 AM,STATION WAGON,Petrol,Organisation,Passenger Vehicle,4477
11/01/2018 12:00:00 AM,STATION WAGON,Petrol,Person,Personal Share Vehicle,2
11/01/2018 12:00:00 AM,STATION WAGON,Petrol,Person,Taxi,7
11/01/2018 12:00:00 AM,STATION WAGON,Petrol,Person,Goods vehicles up to 4500kg GVM,2
11/01/2018 12:00:00 AM,STATION WAGON,Petrol Or Lpg Option,Organisation,Passenger Vehicle,21
11/01/2018 12:00:00 AM,STATION WAGON,Petrol Or Lpg Option,Person,Passenger Vehicle,408
11/01/2018 12:00:00 AM,STATION WAGON,Petrol Or Lpg Option,Person,Historic,1
11/01/2018 12:00:00 AM,STATION WAGON,Plug-in Hybrid Electric,Organisation,Passenger Vehicle,16
11/01/2018 12:00:00 AM,STATION WAGON,Plug-in Hybrid Electric,Person,Passenger Vehicle,30
11/01/2018 12:00:00 AM,STATION WAGON,Plug-in Hybrid Electric,Person,Drive Yourself Vehicle,2
11/01/2018 12:00:00 AM,STATION WAGON,Plug-in Hybrid Electric,Organisation,Drive Yourself Vehicle,7
11/01/2018 12:00:00 AM,STATION WAGON,Solar,Person,Passenger Vehicle,2
11/01/2018 12:00:00 AM,TANKER,Diesel,Person,Goods vehicles over 4500kg GVM,7
11/01/2018 12:00:00 AM,TANKER,Diesel,Organisation,Fire Fighting,3
11/01/2018 12:00:00 AM,TANKER,Diesel,Organisation,Passenger Vehicle,1
11/01/2018 12:00:00 AM,TANKER,Diesel,Organisation,Goods vehicles over 4500kg GVM,52
11/01/2018 12:00:00 AM,TANKER,LPG,Organisation,Goods vehicles over 4500kg GVM,1
11/01/2018 12:00:00 AM,TANKER,Petrol,Organisation,Goods vehicles over 4500kg GVM,1
11/01/2018 12:00:00 AM,TANKER,,Organisation,Trailer,3
11/01/2018 12:00:00 AM,TIPPER,Diesel,Organisation,Goods vehicles up to 4500kg GVM,1
11/01/2018 12:00:00 AM,TIPPER,Diesel,Person,Goods vehicles over 4500kg GVM,167
11/01/2018 12:00:00 AM,TIPPER,Diesel,Organisation,Goods vehicles over 4500kg GVM,360
11/01/2018 12:00:00 AM,TIPPER,Diesel,Person,Passenger Vehicle,11
11/01/2018 12:00:00 AM,TIPPER,Diesel,Organisation,Passenger Vehicle,13
11/01/2018 12:00:00 AM,TIPPER,Petrol,Person,Goods vehicles over 4500kg GVM,2
11/01/2018 12:00:00 AM,TIPPER,Petrol,Organisation,Goods vehicles over 4500kg GVM,7
11/01/2018 12:00:00 AM,TIPPER,,Organisation,Trailer,113
11/01/2018 12:00:00 AM,TIPPER,,Person,Trailer,51
11/01/2018 12:00:00 AM,TOW TRUCK,Diesel,Person,Goods vehicles over 4500kg GVM,2
11/01/2018 12:00:00 AM,TOW TRUCK,Diesel,Organisation,Break Down Vehicle,1
11/01/2018 12:00:00 AM,TOW TRUCK,LPG,Organisation,Passenger Vehicle,1
11/01/2018 12:00:00 AM,TRACTOR (HEAVY),Diesel,Person,Miscellaneous,1
11/01/2018 12:00:00 AM,TRACTOR (HEAVY),Diesel,Person,Primary Producer Tractor,1
11/01/2018 12:00:00 AM,TRACTOR (HEAVY),Diesel,Organisation,Miscellaneous,10
11/01/2018 12:00:00 AM,TRACTOR (HEAVY),Diesel,Organisation,Goods vehicles over 4500kg GVM,14
11/01/2018 12:00:00 AM,TRAILED MOBILE HOME,,Person,Trailer,1
11/01/2018 12:00:00 AM,TRAILED MOBILE HOME,,Organisation,Trailer,1
11/01/2018 12:00:00 AM,VAN,Diesel,Organisation,Fire Fighting,2
11/01/2018 12:00:00 AM,VAN,Diesel,Organisation,Goods vehicles up to 4500kg GVM,1544
11/01/2018 12:00:00 AM,VAN,Diesel,Person,Goods vehicles up to 4500kg GVM,1394
11/01/2018 12:00:00 AM,VAN,Diesel,Person,Police Vehicle,1
11/01/2018 12:00:00 AM,VAN,Diesel,Person,Passenger Vehicle,8
11/01/2018 12:00:00 AM,VAN,Diesel,Person,Fire Fighting,2
11/01/2018 12:00:00 AM,VAN,Diesel,Organisation,Ambulance,4
11/01/2018 12:00:00 AM,VAN,Diesel,Organisation,Police Vehicle,12
11/01/2018 12:00:00 AM,VAN,Diesel,Organisation,Personal Share Vehicle,1
11/01/2018 12:00:00 AM,VAN,Diesel,Person,Ambulance,1
11/01/2018 12:00:00 AM,VAN,Diesel,Organisation,Drive Yourself Vehicle,1
11/01/2018 12:00:00 AM,VAN,Diesel Or Lpg Option,Person,Goods vehicles up to 4500kg GVM,1
11/01/2018 12:00:00 AM,VAN,LPG,Person,Goods vehicles up to 4500kg GVM,9
11/01/2018 12:00:00 AM,VAN,LPG,Organisation,Goods vehicles up to 4500kg GVM,1
11/01/2018 12:00:00 AM,VAN,Petrol,Organisation,Drive Yourself Vehicle,2
11/01/2018 12:00:00 AM,VAN,Petrol,Person,Passenger Vehicle,2
11/01/2018 12:00:00 AM,VAN,Petrol,Person,Historic,8
11/01/2018 12:00:00 AM,VAN,Petrol,Person,Goods vehicles up to 4500kg GVM,1425
11/01/2018 12:00:00 AM,VAN,Petrol,Person,Vintage,1
11/01/2018 12:00:00 AM,VAN,Petrol,Organisation,Goods vehicles up to 4500kg GVM,775
11/01/2018 12:00:00 AM,VAN,Petrol,Person,Veteran,1
11/01/2018 12:00:00 AM,VAN,Petrol Or Lpg Option,Person,Goods vehicles up to 4500kg GVM,84
11/01/2018 12:00:00 AM,VAN,Petrol Or Lpg Option,Organisation,Goods vehicles up to 4500kg GVM,26
11/01/2018 12:00:00 AM,ZZ - OTHER BODY TYPE,,Organisation,Trailer,1
12/01/2018 12:00:00 AM,AMBULANCE,Diesel,Organisation,Ambulance,30
12/01/2018 12:00:00 AM,AMBULANCE,Diesel,Organisation,Goods vehicles up to 4500kg GVM,1
12/01/2018 12:00:00 AM,AMBULANCE,Diesel,Person,Ambulance,2
12/01/2018 12:00:00 AM,AMBULANCE,Petrol,Person,Historic,1
12/01/2018 12:00:00 AM,ARMOURED VEHICLE,Diesel,Organisation,Goods vehicles over 4500kg GVM,4
12/01/2018 12:00:00 AM,ARMOURED VEHICLE,Diesel,Organisation,Police Vehicle,5
12/01/2018 12:00:00 AM,ARMOURED VEHICLE,Diesel,Organisation,Passenger Vehicle,1
12/01/2018 12:00:00 AM,ARMOURED VEHICLE,Petrol,Organisation,Passenger Vehicle,1
12/01/2018 12:00:00 AM,ARTICULATED BUS,Diesel,Organisation,Bus or tourist vehicle Seating 17 or more (including Driver),45
12/01/2018 12:00:00 AM,BACKHOE,Diesel,Person,Goods vehicles over 4500kg GVM,1
12/01/2018 12:00:00 AM,BACKHOE,Diesel,Organisation,Goods vehicles over 4500kg GVM,5
12/01/2018 12:00:00 AM,BACKHOE,Diesel,Person,Miscellaneous,1
12/01/2018 12:00:00 AM,BACKHOE,Diesel,Organisation,Miscellaneous,16
12/01/2018 12:00:00 AM,BIKE TRAILER,,Organisation,Trailer,18
12/01/2018 12:00:00 AM,BIKE TRAILER,,Person,Trailer,277
12/01/2018 12:00:00 AM,BIN CARRIER,Diesel,Organisation,Passenger Vehicle,1
12/01/2018 12:00:00 AM,BIN CARRIER,Diesel,Organisation,Fire Fighting,2
12/01/2018 12:00:00 AM,BIN CARRIER,Diesel,Person,Goods vehicles over 4500kg GVM,10
12/01/2018 12:00:00 AM,BIN CARRIER,Diesel,Person,Passenger Vehicle,1
12/01/2018 12:00:00 AM,BIN CARRIER,Diesel,Organisation,Goods vehicles over 4500kg GVM,38
12/01/2018 12:00:00 AM,BIN CARRIER,,Organisation,Trailer,4
12/01/2018 12:00:00 AM,BOAT TRAILER,,Person,Trailer,4738
12/01/2018 12:00:00 AM,BOAT TRAILER,,Organisation,Trailer,176
12/01/2018 12:00:00 AM,BONNET PRIME MOVER,Diesel,Person,Goods vehicles over 4500kg GVM,18
12/01/2018 12:00:00 AM,BONNET PRIME MOVER,Diesel,Organisation,Goods vehicles over 4500kg GVM,70
12/01/2018 12:00:00 AM,CAB OVER PRIME MOVER,Diesel,Organisation,Goods vehicles over 4500kg GVM,67
12/01/2018 12:00:00 AM,CAB OVER PRIME MOVER,Diesel,Person,Goods vehicles over 4500kg GVM,19
12/01/2018 12:00:00 AM,CAMPER,Diesel,Organisation,Passenger Vehicle,12
12/01/2018 12:00:00 AM,CAMPER,Diesel,Organisation,Police Vehicle,1
12/01/2018 12:00:00 AM,CAMPER,Diesel,Person,Goods vehicles up to 4500kg GVM,5
12/01/2018 12:00:00 AM,CAMPER,Diesel,Person,Passenger Vehicle,272
12/01/2018 12:00:00 AM,CAMPER,LPG,Person,Passenger Vehicle,1
12/01/2018 12:00:00 AM,CAMPER,Petrol,Person,Goods vehicles up to 4500kg GVM,1
12/01/2018 12:00:00 AM,CAMPER,Petrol,Organisation,Passenger Vehicle,3
12/01/2018 12:00:00 AM,CAMPER,Petrol,Person,Historic,4
12/01/2018 12:00:00 AM,CAMPER,Petrol,Person,Passenger Vehicle,137
12/01/2018 12:00:00 AM,CAMPER,Petrol Or Lpg Option,Person,Passenger Vehicle,10
12/01/2018 12:00:00 AM,CAMPER TRAILER,,Person,Trailer,1797
12/01/2018 12:00:00 AM,CAMPER TRAILER,,Organisation,Trailer,11
12/01/2018 12:00:00 AM,CAR CARRIER,Diesel,Organisation,Goods vehicles over 4500kg GVM,2
12/01/2018 12:00:00 AM,CAR CARRIER,,Organisation,Trailer,9
12/01/2018 12:00:00 AM,CAR TRAILER,,Organisation,Trailer,108
12/01/2018 12:00:00 AM,CAR TRAILER,,Person,Trailer,669
12/01/2018 12:00:00 AM,CARAVAN,,Person,Trailer,2875
12/01/2018 12:00:00 AM,CARAVAN,,Organisation,Trailer,95
12/01/2018 12:00:00 AM,CONCRETE BLENDER,Diesel,Organisation,Goods vehicles over 4500kg GVM,60
12/01/2018 12:00:00 AM,CONCRETE BLENDER,Diesel,Person,Goods vehicles over 4500kg GVM,7
12/01/2018 12:00:00 AM,CONCRETE BLENDER,Petrol,Organisation,Goods vehicles over 4500kg GVM,1
12/01/2018 12:00:00 AM,CONCRETE BLENDER,Petrol,Person,Goods vehicles over 4500kg GVM,1
12/01/2018 12:00:00 AM,CONCRETE PUMPER,Diesel,Person,Miscellaneous,2
12/01/2018 12:00:00 AM,CONCRETE PUMPER,Diesel,Organisation,Goods vehicles over 4500kg GVM,7
12/01/2018 12:00:00 AM,CONCRETE PUMPER,Diesel,Organisation,Miscellaneous,5
12/01/2018 12:00:00 AM,CONVERTIBLE,Diesel,Organisation,Passenger Vehicle,10
12/01/2018 12:00:00 AM,CONVERTIBLE,Diesel,Person,Passenger Vehicle,76
12/01/2018 12:00:00 AM,CONVERTIBLE,Electric,Person,Passenger Vehicle,1
12/01/2018 12:00:00 AM,CONVERTIBLE,LPG,Person,Passenger Vehicle,1
12/01/2018 12:00:00 AM,CONVERTIBLE,Petrol,Organisation,Historic,1
12/01/2018 12:00:00 AM,CONVERTIBLE,Petrol,Person,Historic,128
12/01/2018 12:00:00 AM,CONVERTIBLE,Petrol,Organisation,Passenger Vehicle,140
12/01/2018 12:00:00 AM,CONVERTIBLE,Petrol,Person,Passenger Vehicle,1921
12/01/2018 12:00:00 AM,CONVERTIBLE,Petrol,Person,Vintage,27
12/01/2018 12:00:00 AM,CONVERTIBLE,Petrol,Person,Veteran,8
12/01/2018 12:00:00 AM,CONVERTIBLE,Petrol Or Lpg Option,Person,Passenger Vehicle,1
12/01/2018 12:00:00 AM,CURTAIN SIDE VAN,CNG,Organisation,Goods vehicles over 4500kg GVM,2
12/01/2018 12:00:00 AM,CURTAIN SIDE VAN,Diesel,Organisation,Goods vehicles over 4500kg GVM,58
12/01/2018 12:00:00 AM,CURTAIN SIDE VAN,Diesel,Organisation,Passenger Vehicle,3
12/01/2018 12:00:00 AM,CURTAIN SIDE VAN,Diesel,Organisation,Break Down Vehicle,1
12/01/2018 12:00:00 AM,CURTAIN SIDE VAN,Diesel,Person,Goods vehicles over 4500kg GVM,7
12/01/2018 12:00:00 AM,CURTAIN SIDE VAN,,Organisation,Trailer,40
12/01/2018 12:00:00 AM,CURTAIN SIDE VAN,,Person,Trailer,8
12/01/2018 12:00:00 AM,DOLLY,,Organisation,Trailer,1
12/01/2018 12:00:00 AM,ENCLOSED TRAILER,,Organisation,Trailer,1
12/01/2018 12:00:00 AM,EQUIPMENT TRAILER,,Person,Trailer,148
12/01/2018 12:00:00 AM,EQUIPMENT TRAILER,,Organisation,Trailer,169
12/01/2018 12:00:00 AM,FIRE TRUCK,Diesel,Organisation,Drive Yourself Vehicle,5
12/01/2018 12:00:00 AM,FIRE TRUCK,Diesel,Organisation,Goods vehicles over 4500kg GVM,4
12/01/2018 12:00:00 AM,FIRE TRUCK,Diesel,Organisation,Historic,2
12/01/2018 12:00:00 AM,FIRE TRUCK,Diesel,Organisation,Fire Fighting,42
12/01/2018 12:00:00 AM,FIRE TRUCK,Diesel,Organisation,Miscellaneous,19
12/01/2018 12:00:00 AM,FIRE TRUCK,Petrol,Organisation,Historic,2
12/01/2018 12:00:00 AM,FLAT TOP,Diesel,Organisation,Goods vehicles over 4500kg GVM,338
12/01/2018 12:00:00 AM,FLAT TOP,Diesel,Person,Goods vehicles over 4500kg GVM,67
12/01/2018 12:00:00 AM,FLAT TOP,Diesel,Organisation,Passenger Vehicle,13
12/01/2018 12:00:00 AM,FLAT TOP,Diesel,Person,Passenger Vehicle,7
12/01/2018 12:00:00 AM,FLAT TOP,Diesel,Organisation,Break Down Vehicle,1
12/01/2018 12:00:00 AM,FLAT TOP,Petrol,Organisation,Goods vehicles over 4500kg GVM,3
12/01/2018 12:00:00 AM,FLAT TOP,Petrol,Person,Goods vehicles over 4500kg GVM,1
12/01/2018 12:00:00 AM,FLAT TOP,,Organisation,Trailer,130
12/01/2018 12:00:00 AM,FLAT TOP,,Person,Trailer,31
12/01/2018 12:00:00 AM,FORK LIFT (HEAVY),Diesel,Organisation,Goods vehicles over 4500kg GVM,4
12/01/2018 12:00:00 AM,FORK LIFT (HEAVY),Diesel,Organisation,Miscellaneous,14
12/01/2018 12:00:00 AM,FORK LIFT (HEAVY),Diesel,Person,Miscellaneous,2
12/01/2018 12:00:00 AM,FORK LIFT (HEAVY),Electric,Organisation,Miscellaneous,4
12/01/2018 12:00:00 AM,FORK LIFT (HEAVY),LPG,Organisation,Goods vehicles over 4500kg GVM,5
12/01/2018 12:00:00 AM,FORK LIFT (HEAVY),LPG,Organisation,Miscellaneous,6
12/01/2018 12:00:00 AM,FORK LIFT (HEAVY),Petrol,Organisation,Miscellaneous,1
12/01/2018 12:00:00 AM,FORK LIFT (HEAVY),Petrol Or Lpg Option,Organisation,Goods vehicles over 4500kg GVM,1
12/01/2018 12:00:00 AM,FORK LIFT (HEAVY),Petrol Or Lpg Option,Organisation,Miscellaneous,5
12/01/2018 12:00:00 AM,FORK LIFT (LIGHT),Diesel,Organisation,Miscellaneous,5
12/01/2018 12:00:00 AM,FORK LIFT (LIGHT),Diesel,Person,Miscellaneous,1
12/01/2018 12:00:00 AM,FORK LIFT (LIGHT),Electric,Organisation,Miscellaneous,5
12/01/2018 12:00:00 AM,FORK LIFT (LIGHT),LPG,Organisation,Miscellaneous,25
12/01/2018 12:00:00 AM,FORK LIFT (LIGHT),LPG,Organisation,Fire Fighting,2
12/01/2018 12:00:00 AM,FORK LIFT (LIGHT),Petrol,Organisation,Miscellaneous,4
12/01/2018 12:00:00 AM,FORK LIFT (LIGHT),Petrol,Person,Miscellaneous,1
12/01/2018 12:00:00 AM,FORK LIFT (LIGHT),Petrol Or Lpg Option,Organisation,Miscellaneous,16
12/01/2018 12:00:00 AM,FRONT END LOADER,Diesel,Organisation,Goods vehicles over 4500kg GVM,5
12/01/2018 12:00:00 AM,FRONT END LOADER,Diesel,Organisation,Miscellaneous,6
12/01/2018 12:00:00 AM,GARBAGE COMPACTOR,Diesel,Person,Goods vehicles over 4500kg GVM,3
12/01/2018 12:00:00 AM,GARBAGE COMPACTOR,Diesel,Organisation,Goods vehicles over 4500kg GVM,82
12/01/2018 12:00:00 AM,GARBAGE COMPACTOR,Diesel,Organisation,Passenger Vehicle,2
12/01/2018 12:00:00 AM,GOODS TRAILER,,Organisation,Trailer,2204
12/01/2018 12:00:00 AM,GOODS TRAILER,,Person,Trailer,25605
12/01/2018 12:00:00 AM,GRADER,Diesel,Person,Miscellaneous,1
12/01/2018 12:00:00 AM,GRADER,Diesel,Organisation,Goods vehicles over 4500kg GVM,2
12/01/2018 12:00:00 AM,GRADER,Diesel,Organisation,Miscellaneous,4
12/01/2018 12:00:00 AM,HORSE FLOAT,,Organisation,Trailer,11
12/01/2018 12:00:00 AM,HORSE FLOAT,,Person,Trailer,423
12/01/2018 12:00:00 AM,JINKER,,Organisation,Trailer,1
12/01/2018 12:00:00 AM,LIGHT BUS,Diesel,Person,Bus or tourist vehicle Seating 16 or less (including Driver),8
12/01/2018 12:00:00 AM,LIGHT BUS,Diesel,Organisation,Taxi,2
12/01/2018 12:00:00 AM,LIGHT BUS,Diesel,Organisation,Passenger Vehicle,125
12/01/2018 12:00:00 AM,LIGHT BUS,Diesel,Person,Passenger Vehicle,50
12/01/2018 12:00:00 AM,LIGHT BUS,Diesel,Organisation,Bus or tourist vehicle Seating 16 or less (including Driver),11
12/01/2018 12:00:00 AM,LIGHT BUS,Diesel,Organisation,Police Vehicle,2
12/01/2018 12:00:00 AM,LIGHT BUS,Diesel,Organisation,Private Hire Car,2
12/01/2018 12:00:00 AM,LIGHT BUS,Diesel,Organisation,Drive Yourself Vehicle,1
12/01/2018 12:00:00 AM,LIGHT BUS,Diesel,Person,Taxi,14
12/01/2018 12:00:00 AM,LIGHT BUS,Hybrid,Person,Taxi,1
12/01/2018 12:00:00 AM,LIGHT BUS,LPG,Person,Passenger Vehicle,1
12/01/2018 12:00:00 AM,LIGHT BUS,Petrol,Organisation,Drive Yourself Vehicle,9
12/01/2018 12:00:00 AM,LIGHT BUS,Petrol,Person,Drive Yourself Vehicle,4
12/01/2018 12:00:00 AM,LIGHT BUS,Petrol,Person,Historic,1
12/01/2018 12:00:00 AM,LIGHT BUS,Petrol,Person,Passenger Vehicle,38
12/01/2018 12:00:00 AM,LIGHT BUS,Petrol,Organisation,Passenger Vehicle,90
12/01/2018 12:00:00 AM,LIGHT BUS,Petrol,Person,Taxi,7
12/01/2018 12:00:00 AM,LIGHT BUS,Petrol,Person,Bus or tourist vehicle Seating 16 or less (including Driver),6
12/01/2018 12:00:00 AM,LIGHT BUS,Petrol,Organisation,Bus or tourist vehicle Seating 16 or less (including Driver),3
12/01/2018 12:00:00 AM,LIGHT BUS,Petrol Or Lpg Option,Person,Taxi,5
12/01/2018 12:00:00 AM,LIGHT BUS,Petrol Or Lpg Option,Person,Passenger Vehicle,5
12/01/2018 12:00:00 AM,LIGHT SEMITRAILER,,Organisation,Trailer,1
12/01/2018 12:00:00 AM,LIGHT TRACTOR,Diesel,Organisation,Miscellaneous,20
12/01/2018 12:00:00 AM,LIGHT TRACTOR,Diesel,Person,Historic,1
12/01/2018 12:00:00 AM,LIGHT TRACTOR,Diesel,Person,Miscellaneous,1
12/01/2018 12:00:00 AM,LIGHT TRACTOR,Petrol,Organisation,Miscellaneous,3
12/01/2018 12:00:00 AM,LIGHT TRACTOR,Petrol,Person,Historic,2
12/01/2018 12:00:00 AM,LIGHT TRUCK,CNG,Person,Goods vehicles up to 4500kg GVM,1
12/01/2018 12:00:00 AM,LIGHT TRUCK,Diesel,Person,Drive Yourself Vehicle,5
12/01/2018 12:00:00 AM,LIGHT TRUCK,Diesel,Organisation,Goods vehicles over 4500kg GVM,1
12/01/2018 12:00:00 AM,LIGHT TRUCK,Diesel,Person,Goods vehicles over 4500kg GVM,1
12/01/2018 12:00:00 AM,LIGHT TRUCK,Diesel,Person,Police Vehicle,1
12/01/2018 12:00:00 AM,LIGHT TRUCK,Diesel,Organisation,Fire Fighting,2
12/01/2018 12:00:00 AM,LIGHT TRUCK,Diesel,Organisation,Miscellaneous,1
12/01/2018 12:00:00 AM,LIGHT TRUCK,Diesel,Person,Passenger Vehicle,5
12/01/2018 12:00:00 AM,LIGHT TRUCK,Diesel,Person,Personal Share Vehicle,1
12/01/2018 12:00:00 AM,LIGHT TRUCK,Diesel,Person,Goods vehicles up to 4500kg GVM,13336
12/01/2018 12:00:00 AM,LIGHT TRUCK,Diesel,Organisation,Goods vehicles up to 4500kg GVM,5169
12/01/2018 12:00:00 AM,LIGHT TRUCK,Diesel,Organisation,Police Vehicle,5
12/01/2018 12:00:00 AM,LIGHT TRUCK,Diesel,Organisation,Drive Yourself Vehicle,5
12/01/2018 12:00:00 AM,LIGHT TRUCK,Diesel,Person,Fire Fighting,3
12/01/2018 12:00:00 AM,LIGHT TRUCK,Diesel Or Lpg Option,Organisation,Goods vehicles up to 4500kg GVM,1
12/01/2018 12:00:00 AM,LIGHT TRUCK,Diesel Or Lpg Option,Person,Goods vehicles up to 4500kg GVM,8
12/01/2018 12:00:00 AM,LIGHT TRUCK,Electric,Organisation,Goods vehicles up to 4500kg GVM,20
12/01/2018 12:00:00 AM,LIGHT TRUCK,Hybrid,Organisation,Goods vehicles up to 4500kg GVM,2
12/01/2018 12:00:00 AM,LIGHT TRUCK,LPG,Person,Passenger Vehicle,1
12/01/2018 12:00:00 AM,LIGHT TRUCK,LPG,Organisation,Goods vehicles up to 4500kg GVM,65
12/01/2018 12:00:00 AM,LIGHT TRUCK,LPG,Person,Goods vehicles up to 4500kg GVM,328
12/01/2018 12:00:00 AM,LIGHT TRUCK,LPG,Person,Historic,1
12/01/2018 12:00:00 AM,LIGHT TRUCK,Other,Person,Goods vehicles up to 4500kg GVM,1
12/01/2018 12:00:00 AM,LIGHT TRUCK,Petrol,Person,Vintage,2
